Student_ID,Student_Name,Batch_Year,Year_of_Study,Programme,Department,Mess_Hall_Assigned,Home_State,Home_Region,Dietary_Preference,Non_Veg_Frequency,Veg_Preference_Strength,Food_Allergy,Mess_Plan_Type,Monthly_Mess_Fee_INR,Registration_Date,Exit_Date,Is_Active,Avg_Attendance_Rate,Avg_Taste_Rating_Given,Preferred_Cuisine,Feedback_Participation_Rate,Scholarship_Holder,Hometown_Distance_km
S3508,Lucky Sachar,2023,3,B.Tech,BT,MH_G,Uttar Pradesh,North,Veg,,Flexible,,Full_Board,3714,2023-07-11,,True,0.758,3.53,No_Preference,0.824,False,845.0
S3509,Aarna Prashad,2023,3,PhD,ME,MH_B,Maharashtra,West,Veg,,Flexible,,Custom,3899,2023-07-03,,True,0.695,3.55,North_Indian,0.555,,55.0
S3510,Charles Jain,2023,3,B.Tech,ME,MH_B,Rajasthan,North,Veg,,Flexible,,Full_Board,3921,2023-07-11,,True,0.684,4.15,North_Indian,0.366,,562.0
S3511,Warjas Tailor,2023,3,B.Tech,EE,MH_G,Karnataka,South,Non-Veg,Daily,,Nut,Lunch_Dinner,3938,"July 08, 2023",,True,0.831,2.82,North_Indian,0.332,,326.0
S3512,Ishwar Luthra,2023,3,B.Tech,ECE,MH_B,Tamil Nadu,South,Non_Veg,Daily,,None,Full_Board,3827,17/07/2023,,True,0.525,3.24,North_Indian,0.155,,1532.0
S3513,Eesha Shetty,2023,3,B.Tech,CE,MH_A,Bihar,North,Veg,,Strict,Lactose,Lunch_Dinner,3592,2023-07-16,,True,0.723,2.48,No_Preference,0.103,,199.0
S3514,Dominic Sule,2023,3,M.Tech,EE,MH_A,Jharkhand,East,veg,,Strict,,Full_Board,3660,2023-07-10,,True,0.686,3.71,North_Indian,0.348,False,1358.0
S3515,Nikita Kaur,2023,3,M.Tech,CSE,MH_B,Uttarakhand,North,Non_Veg,Weekly_Once,,None,Lunch_Dinner,3967,05/07/2023,,True,0.606,2.73,North_Indian,0.316,False,586.0
S3516,Amruta Chaudhuri,2023,3,PhD,CSE,MH_B,Rajasthan,North,Veg,,Strict,,Lunch_Dinner,3747,2023-07-15,,True,0.444,3.42,Continental,0.513,,856.0
S3517,Jeremiah Modi,2023,3,M.Tech,CE,MH_A,Karnataka,South,Veg,,Flexible,,Full_Board,3991,2023-07-14,,True,0.74,3.31,,0.054,True,520.0
S3518,Sanaya Chacko,2023,3,B.Tech,CH,MH_B,Tamil Nadu,South,Non_Veg,Daily,,None,Lunch_Dinner,3500,15/07/2023,,True,0.742,1.0,South_Indian,0.197,True,297.0
S3519,Lucky Prakash,2023,3,B.Tech,CSE,MH_B,Gujarat,West,Veg,,Strict,,Breakfast_Only,4024,2023-07-04,,True,0.58,3.53,No_Preference,0.233,False,761.0
S3520,Yatan Yogi,2023,3,B.Tech,CSE,MH_A,Himachal Pradesh,North,Eggetarian,Alternate_Days,,None,Full_Board,3500,2023-07-08,,True,0.659,3.26,North_Indian,0.573,,462.0
S3521,Siya Barman,2023,3,B.Tech,ME,MH_B,Jammu & Kashmir,North,Eggetarian,Daily,,None,Full_Board,3687,2023-07-09,,True,0.585,3.32,South_Indian,0.676,False,870.0
S3522,Ucchal Mann,2023,3,M.Tech,CE,MH_B,Delhi,North,Vegan,,,None,Custom,4002,2023-07-17,,True,0.619,3.26,Continental,0.072,,748.0
S3523,Aadi Bhasin,2023,3,B.Tech,CE,MH_B,Gujarat,West,Veg,,Strict,None,Full_Board,3932,2023-07-02,,True,0.803,3.1,North_Indian,0.106,,113.0
S3524,Anjali Krishna,2023,3,B.Tech,EE,MH_G,Punjab,North,Non_Veg,Weekly_Once,,Nut,Full_Board,3829,2023-07-17,,True,0.843,3.16,North_Indian,0.141,False,101.0
S3525,Indali Kala,2023,3,B.Tech,CH,MH_G,Rajasthan,North,pure-veg,,Strict,None,Full_Board,3507,2023-07-16,,True,0.648,3.16,,0.245,False,485.0
S3526,Chakradev Edwin,2023,3,B.Tech,ECE,MH_A,Kerala,South,Non_Veg,Daily,,Others,Lunch_Dinner,3762,02/07/2023,,True,0.745,3.31,No_Preference,0.213,True,563.0
S3527,Charita Chakraborty,2023,3,PhD,BT,MH_A,Rajasthan,North,Veg,,Indifferent,None,Full_Board,3899,2023-07-04,,True,1.2463859237867358,4.39,North_Indian,0.414,False,277.0
S3528,Jason Dey,2023,3,B.Tech,ECE,MH_A,Gujarat,West,Vegan,,,None,Full_Board,3500,2023-07-02,,True,0.7,3.9,South_Indian,0.457,False,1618.0
S3529,Rachana Kade,2023,3,B.Tech,CSE,MH_B,Uttar Pradesh,North,Veg,,Indifferent,,Full_Board,4137,2023-07-01,,True,0.632,4.41,,0.254,False,2743.0
S3530,Hema Lal,2023,3,B.Tech,BT,MH_A,Maharashtra,West,Non_Veg,Weekly_Once,,None,Breakfast_Only,3593,01/07/2023,,True,0.689,2.3,South_Indian,0.357,False,884.0
S3531,Anjali Korpal,2023,3,B.Tech,BT,MH_B,Andhra Pradesh,South,Non_Veg,Daily,,,Full_Board,3529,2023-07-07,,True,0.877,3.09,North_Indian,0.193,True,308.0
S3532,Harita Kade,2023,3,M.Tech,ME,MH_B,Bihar,North,Veg,,Indifferent,,Full_Board,3842,2023-07-15,,True,0.651,3.55,North_Indian,0.102,,583.0
S3533,Falguni Babu,2023,3,B.Tech,EE,MH_A,Tamil Nadu,South,NV,Rarely,,None,Full_Board,3726,18/07/2023,,True,0.444,3.54,,0.389,False,572.0
S3534,Aarnav Soni,2023,3,B.Tech,EE,MH_B,Madhya Pradesh,Central,Veg,,Strict,,Full_Board,4057,2023-07-03,,True,1.097489143954062,4.1,,0.327,,1980.0
S3535,Aditya Ghose,2023,3,M.Tech,ME,MH_A,Haryana,North,Veg,,Flexible,,Breakfast_Only,3917,17/07/2023,,True,0.871,3.83,South_Indian,0.503,False,300.0
S3536,Vrinda Ramaswamy,2023,3,B.Tech,ME,MH_G,Nagaland,Northeast,Veg,,Flexible,None,Full_Board,3592,2023-07-06,,True,0.607,2.31,,0.194,False,1061.0
S3537,Faras Yohannan,2023,3,B.Tech,CH,MH_B,Chhattisgarh,Central,Non_Veg,Alternate_Days,,None,Full_Board,4086,2023-07-04,,True,0.503,3.36,,0.703,,654.0
S3538,Sai Dasgupta,2023,3,B.Tech,CSE,MH_B,Maharashtra,West,Veg,,Strict,Lactose,Breakfast_Only,3874,2023-07-03,,True,0.814,3.81,North_Indian,0.05,,876.0
S3539,Krisha Parmar,2023,3,B.Tech,ECE,MH_B,Gujarat,West,Eggetarian,Weekly_Once,,,Lunch_Dinner,3885,2023-07-11,,True,0.782,3.55,North_Indian,0.463,True,609.0
S3540,Peter Anand,2023,3,B.Tech,CSE,MH_B,Tamil Nadu,South,Vegan,,,,Lunch_Dinner,4034,2023-07-05,,True,0.666,3.08,Continental,0.549,False,1061.0
S3541,Turvi Prabhakar,2023,3,B.Tech,CE,MH_B,Telangana,South,Veg,,Strict,None,Full_Board,3845,2023-07-15,,True,0.569,2.79,,0.517,False,289.0
S3542,Sai Andra,2023,3,B.Tech,CSE,MH_B,TN,South,Veg,,Strict,None,Lunch_Dinner,4077,"July 17, 2023",,True,0.709,3.71,South_Indian,0.866,,53.0
S3543,Anmol Mand,2023,3,B.Tech,EE,MH_B,Jharkhand,East,Non_Veg,Alternate_Days,,,Full_Board,4039,2023-07-11,,True,0.647,3.22,South_Indian,0.587,,242.0
S3544,Rehaan Chana,2023,3,B.Tech,CE,MH_G,Chhattisgarh,Central,Non_Veg,Weekly_Once,,,Full_Board,3885,2023-07-13,,True,0.79,3.72,,0.713,False,184.0
S3545,Timothy Kaur,2023,3,B.Tech,ME,MH_G,Tripura,Northeast,Non_Veg,Daily,,None,Full_Board,3953,2023-07-15,,True,0.658,3.41,North_Indian,0.257,True,404.0
S3546,Janani Bansal,2023,3,B.Tech,CSE,MH_B,Andhra Pradesh,South,Veg,,Indifferent,None,Full_Board,4123,"July 14, 2023",,True,0.734,3.39,South_Indian,0.519,,257.0
S3547,Waida Kadakia,2023,3,B.Tech,ME,MH_B,Punjab,North,Veg,,Strict,None,Full_Board,3974,2023-07-19,,True,0.89,4.33,South_Indian,0.312,,442.0
S3548,Rohan Randhawa,2023,3,B.Tech,BT,MH_G,Uttar Pradesh,North,Veg,,Strict,None,Full_Board,3752,03/07/2023,,True,0.886,4.05,North_Indian,0.439,False,163.0
S3549,Arunima Tella,2023,3,B.Tech,ECE,MH_B,Goa,West,Veg,,Strict,None,Lunch_Dinner,3820,"July 13, 2023",,True,0.393,2.6,South_Indian,0.549,,892.0
S3550,Onkar Hari,2023,3,B.Tech,CH,MH_A,Kerala,South,Veg,,Strict,None,Full_Board,3869,2023-07-03,,True,1.1525116557252932,3.47,,0.05,,431.0
S3551,Dhruv Dave,2024,2,B.Tech,CSE,MH_A,Rajasthan,North,Non_Veg,Alternate_Days,,,Full_Board,3909,2024-07-06,,True,0.745,2.37,South_Indian,0.295,False,100.0
S3552,,2024,2,PhD,BT,MH_A,Gujarat,West,Veg,,Strict,Nut,Full_Board,4240,2024-07-10,,True,0.643,4.08,No_Preference,0.637,False,748.0
S3553,Joshua Lad,2024,2,B.Tech,CSE,MH_B,Arunachal Pradesh,Northeast,Non_Veg,Alternate_Days,,None,Full_Board,4007,07/07/2024,,True,0.608,4.19,North_Indian,0.584,True,608.0
S3554,Anusha Handa,2024,2,M.Tech,CE,MH_G,Bihar,North,Veg,,Indifferent,None,Custom,3914,2024-07-07,,True,0.709,2.64,,0.275,,507.0
S3555,Zayyan Setty,2024,2,B.Tech,ME,MH_B,Bihar,North,Veg,,Flexible,,Full_Board,3825,09/07/2024,,True,0.662,4.0,North_Indian,0.082,False,424.0
S3556,Prisha Ben,2024,2,B.Tech,EE,MH_A,Punjab,North,Veg,,Flexible,Gluten,Full_Board,4127,2024-07-15,,True,0.679,3.45,,0.317,True,113.0
S3557,Rachana Ray,2024,2,B.Tech,Other,MH_B,Telangana,South,Veg,,Flexible,,Full_Board,3948,13/07/2024,,True,0.716,2.04,South_Indian,0.823,False,1464.0
S3558,Jairaj Vasa,2024,2,B.Tech,ME,MH_B,Uttarakhand,North,Veg,,Strict,,Full_Board,4119,2024-07-12,,True,0.622,2.13,North_Indian,0.611,False,282.0
S3559,Warhi Pathak,2024,2,B.Tech,CH,MH_A,Haryana,North,Non_Veg,Rarely,,Lactose,Full_Board,4170,2024-07-05,,True,0.611,2.58,,0.845,False,395.0
S3560,Udarsh Batta,2024,2,B.Tech,CH,MH_G,Tamil Nadu,South,non_veg,Daily,,,Lunch_Dinner,4244,"July 14, 2024",,True,0.781,3.03,North_Indian,0.514,False,552.0
S3561,Osha Walia,2024,2,B.Tech,EE,MH_G,Tamil Nadu,South,NV,Daily,,None,Lunch_Dinner,3930,16/07/2024,,True,0.832,3.17,No_Preference,0.531,False,768.0
S3562,Diya Ahluwalia,2024,2,PhD,ME,MH_A,West Bengal,East,Non_Veg,Rarely,,Others,Full_Board,3721,10/07/2024,,True,0.583,3.67,No_Preference,0.195,,629.0
S3563,Robert Natt,2024,2,B.Tech,ECE,MH_A,Delhi,North,Veg,,Indifferent,,Custom,4319,2024-07-10,,True,0.888,1.38,North_Indian,0.05,False,1438.0
S3564,Aryan Kara,2024,2,B.Tech,BT,MH_B,Kerala,South,Non-Veg,Alternate_Days,,None,Full_Board,4148,2024-07-16,,True,0.638,3.13,North_Indian,0.729,False,249.0
S3565,Falan Krish,2024,2,B.Tech,ECE,MH_A,Himachal Pradesh,North,Veg,,Strict,None,Full_Board,3770,04/07/2024,,True,0.58,3.52,Continental,0.231,False,253.0
S3566,Nitesh Narayan,2024,2,B.Tech,EE,MH_A,Bihar,North,Veg,,Indifferent,None,Full_Board,4197,2024-07-02,,True,0.668,2.8,,0.635,True,98.0
S3567,Dev Chatterjee,2024,2,PhD,Other,MH_A,Uttar Pradesh,North,Veg,,Flexible,None,Full_Board,4330,13/07/2024,,True,0.61,3.58,North_Indian,0.376,True,1456.0
S3568,Varsha Sankaran,2024,2,B.Tech,CSE,MH_A,Tamil Nadu,South,Non_Veg,Rarely,,Nut,Full_Board,3915,2024-07-18,,True,0.683,3.33,,0.241,False,866.0
S3569,Gaurika Krishna,2024,2,B.Tech,Other,MH_A,Uttar Pradesh,North,Veg,,Indifferent,,Full_Board,4019,"July 05, 2024",,True,0.462,2.98,North_Indian,0.057,,620.0
S3570,Hritik Solanki,2024,2,M.Tech,Other,MH_B,West Bengal,East,Non_Veg,Weekly_Once,,None,Full_Board,4178,"July 06, 2024",,True,0.934,1.75,South_Indian,0.08,False,685.0
S3571,Harini Bhagat,2024,2,B.Tech,ECE,MH_A,Karnataka,West,Eggetarian,Daily,,None,Full_Board,3800,2024-07-18,,True,0.584,3.16,North_Indian,0.233,False,218.0
S3572,Zinal Khalsa,2024,2,B.Tech,CSE,MH_B,Gujarat,West,Veg,,Strict,Lactose,Full_Board,3897,2024-07-02,,True,0.757,2.47,South_Indian,0.401,False,221.0
S3573,Reva Chandran,2024,2,B.Tech,BT,MH_A,Uttarakhand,North,Non_Veg,Daily,,,Full_Board,4059,2024-07-17,,True,0.579,4.18,,0.539,,199.0
S3574,Jeet Chada,2024,2,B.Tech,BT,MH_A,Gujarat,West,Eggetarian,Weekly_Once,,,Full_Board,4173,2024-07-12,,True,0.685,3.63,No_Preference,0.512,False,430.0
S3575,Bahadurjit Purohit,2024,2,B.Tech,ECE,MH_B,Uttar Pradesh,North,Veg,,Flexible,None,Full_Board,4061,2024-07-02,,True,0.953,4.18,South_Indian,0.277,False,170.0
S3576,Dhruv Datta,2024,2,B.Tech,CSE,MH_G,Uttar Pradesh,North,Veg,,Flexible,,Full_Board,4208,2024-07-12,,True,0.806,4.22,South_Indian,0.115,,205.0
S3577,Riya Bhakta,2024,2,B.Tech,EE,MH_B,Uttar Pradesh,North,Veg,,Indifferent,None,Full_Board,3956,2024-07-09,,True,0.536,3.76,,0.214,True,86.0
S3578,Rachana Bhatti,2024,2,M.Tech,ME,MH_B,Rajasthan,North,Non_Veg,Alternate_Days,,Gluten,Lunch_Dinner,4081,2024-07-03,,True,0.837,2.97,No_Preference,0.863,False,371.0
S3579,Daksh Ben,2024,2,B.Tech,Other,MH_A,Andhra Pradesh,South,Vegetarian,,Strict,,Full_Board,3626,2024-07-09,,True,0.701,3.6,North_Indian,0.46,False,1224.0
S3580,Lakshmi Ratti,2024,2,B.Tech,ECE,MH_B,Assam,Northeast,Non_Veg,Weekly_Once,,None,Full_Board,3968,2024-07-15,,True,0.758,2.93,South_Indian,0.319,,181.0
S3581,Nirja Kaul,2024,2,B.Tech,ME,MH_B,Chhattisgarh,Central,Non_Veg,Weekly_Once,,,Lunch_Dinner,4014,"July 12, 2024",,True,0.665,2.98,North_Indian,0.269,False,53.0
S3582,Sudiksha Rajagopalan,2024,2,B.Tech,CH,MH_B,Gujarat,East,Jain,,,None,Lunch_Dinner,4049,"July 14, 2024",,True,0.584,3.22,No_Preference,0.539,,561.0
S3583,Priya Chaudhuri,2024,2,B.Tech,CSE,MH_B,Rajasthan,North,Veg,,Strict,,Full_Board,4055,2024-07-14,,True,0.618,4.47,South_Indian,0.273,,562.0
S3584,Atharv Setty,2024,2,B.Tech,ME,MH_B,Kerala,South,Eggetarian,Daily,,None,Full_Board,4237,"July 10, 2024",,True,0.918,2.49,North_Indian,0.055,,357.0
S3585,Reyansh Chokshi,2024,2,B.Tech,CE,MH_B,Bihar,North,Veg,,Flexible,None,Full_Board,4111,2024-07-14,,True,0.711,3.11,North_Indian,0.521,False,1292.0
S3586,Advik Bir,2024,2,B.Tech,EE,MH_G,Uttar Pradesh,North,Veg,,Indifferent,Others,Full_Board,4120,"July 19, 2024",,True,0.773,4.17,North_Indian,0.428,False,801.0
S3587,Jonathan Upadhyay,2024,2,M.Tech,CSE,MH_A,West Bengal,East,Veg,,Flexible,None,Full_Board,4440,09/07/2024,,True,0.878,3.91,North_Indian,0.343,False,400.0
S3588,Isha Sama,2024,2,B.Tech,EE,MH_B,Uttar Pradesh,North,Veg,,Strict,None,Lunch_Dinner,3996,2024-07-01,,True,0.597,2.98,South_Indian,0.313,False,212.0
S3589,Sai Grewal,2024,2,B.Tech,CE,MH_B,Uttar Pradesh,North,Eggetarian,Alternate_Days,,,Full_Board,4034,16/07/2024,,True,0.704,2.73,North_Indian,0.094,False,79.0
S3590,Laksh Basu,2024,2,M.Tech,CH,MH_B,Uttar Pradesh,North,Veg,,Flexible,,Lunch_Dinner,4084,2024-07-11,,True,0.544,3.13,North_Indian,0.262,,550.0
S3591,Joshua Muni,2024,2,B.Tech,EE,MH_G,Madhya Pradesh,Central,Vegetarian,,Strict,None,Lunch_Dinner,4076,2024-07-02,,True,0.782,2.49,South_Indian,0.378,,990.0
S3592,Yochana Parmar,2024,2,B.Tech,CE,MH_A,Madhya Pradesh,Central,veg,,Indifferent,None,Breakfast_Only,4323,2024-07-02,,True,0.749,4.1,North_Indian,0.7,False,249.0
S3593,Madhav Din,2024,2,B.Tech,ECE,MH_B,Delhi,North,Veg,,Indifferent,,Full_Board,3884,2024-07-12,,True,0.719,2.26,No_Preference,0.102,,181.0
S3594,Dayamai Oza,2024,2,B.Tech,ME,MH_G,Kerala,South,Non_Veg,Alternate_Days,,,Full_Board,3519,2024-07-08,,True,0.853,3.39,,0.698,False,210.0
S3595,Jyoti Anand,2024,2,M.Tech,CSE,MH_B,West Bengal,East,Non_Veg,Daily,,None,Full_Board,3975,2024-07-16,,True,0.686,3.25,North_Indian,0.245,True,1454.0
S3596,Dakshesh Khanna,2024,2,B.Tech,Other,MH_A,Tripura,Northeast,Veg,,Flexible,None,Full_Board,3662,"July 14, 2024",,True,0.972,1.98,North_Indian,0.532,False,193.0
S3597,Pahal Padmanabhan,2024,2,B.Tech,BT,MH_B,Gujarat,West,Veg,,Indifferent,None,Full_Board,4021,2024-07-09,,True,0.534,3.32,North_Indian,0.484,False,1917.0
S3598,Sai Jaggi,2024,2,B.Tech,CSE,MH_B,Telangana,South,Veg,,Flexible,,Full_Board,4005,2024-07-09,,True,0.745,3.18,North_Indian,0.362,False,766.0
S3599,Harita Gulati,2024,2,PhD,EE,MH_A,Telangana,South,Veg,,Indifferent,None,Breakfast_Only,4299,2024-07-12,,True,0.699,1.68,No_Preference,0.146,True,981.0
S3600,Unni Narula,2024,2,M.Tech,EE,MH_B,Bihar,North,Eggetarian,Weekly_Once,,None,Custom,4147,"July 12, 2024",,True,0.735,2.76,No_Preference,0.324,True,52.0
S3601,Chandani Sahota,2024,2,B.Tech,CH,MH_B,Telangana,South,Non_Veg,Weekly_Once,,None,Full_Board,4052,2024-07-17,,True,0.838,3.56,,0.318,False,187.0
S3602,Nicholas Cheema,2024,2,B.Tech,CSE,MH_G,West Bengal,East,Eggetarian,Daily,,None,Breakfast_Only,3810,14/07/2024,,True,0.554,3.71,South_Indian,0.53,,1597.0
S3603,Brijesh Tandon,2024,2,B.Tech,ECE,MH_G,Uttar Pradesh,North,Eggetarian,Weekly_Once,,None,Custom,3999,07/07/2024,,True,0.664,2.67,No_Preference,0.364,False,1105.0
S3604,Aarush Kapoor,2024,2,PhD,ECE,MH_A,Manipur,Northeast,Veg,,Flexible,Gluten,Breakfast_Only,4197,16/07/2024,,True,0.675,3.87,North_Indian,0.154,False,1457.0
S3605,Unnati Kala,2024,2,B.Tech,CSE,MH_B,Odisha,East,Non_Veg,Alternate_Days,,None,Full_Board,4277,"July 15, 2024",,True,0.699,3.51,No_Preference,0.612,False,243.0
S3606,Vasana Narula,2024,2,M.Tech,EE,MH_B,Chhattisgarh,Central,Non_Veg,Weekly_Once,,None,Full_Board,3880,2024-07-16,,True,0.962,2.46,South_Indian,0.434,,654.0
S3607,Samesh Ratta,2024,2,M.Tech,CSE,MH_B,Karnataka,South,Veg,,Strict,,Full_Board,3988,01/07/2024,,True,0.833,2.47,North_Indian,0.611,False,330.0
S3608,Abeer Patil,2024,2,B.Tech,CSE,MH_G,West Bengal,East,Non-Veg,Alternate_Days,,None,Custom,3936,02/07/2024,,True,0.63,2.35,South_Indian,0.2,True,788.0
S3609,Ethan Parmar,2024,2,B.Tech,CE,MH_G,Madhya Pradesh,Central,Veg,,Strict,None,Lunch_Dinner,4079,"July 18, 2024",,True,0.874,2.15,,0.722,False,1624.0
S3610,Ishwar Dhar,2024,2,B.Tech,ECE,MH_A,Himachal Pradesh,North,Non_Veg,Weekly_Once,,None,Full_Board,3975,2024-07-10,,True,0.826,3.22,North_Indian,0.364,,1230.0
S3611,,2024,2,PhD,CE,MH_A,Rajasthan,North,Veg,,Strict,None,Custom,3970,"July 02, 2024",,True,0.88,2.36,North_Indian,0.417,False,282.0
S3612,Ria Hayer,2024,2,PhD,ECE,MH_B,West Bengal,East,Non_Veg,Alternate_Days,,Lactose,Full_Board,4263,2024-07-09,,True,0.648,2.22,No_Preference,0.507,,139.0
S3613,Caleb Balan,2024,2,B.Tech,CE,MH_B,West Bengal,East,Non_Veg,Alternate_Days,,,Lunch_Dinner,3962,"July 14, 2024",,True,0.69,4.92,North_Indian,0.543,,77.0
S3614,Rudra Mander,2024,2,B.Tech,ECE,MH_B,West Bengal,East,Veg,,Strict,,Full_Board,4108,"July 08, 2024",,True,0.914,4.16,,0.626,True,2437.0
S3615,Theodore Lala,2024,2,M.Tech,EE,MH_A,Gujarat,West,Veg,,Flexible,,Full_Board,4198,2024-07-18,,True,0.549,2.48,North_Indian,0.652,False,570.0
S3616,Harinakshi Korpal,2024,2,M.Tech,CH,MH_B,Karnataka,South,Eggetarian,Weekly_Once,,None,Full_Board,3810,2024-07-14,,True,0.675,2.7,,0.089,,1362.0
S3617,Rohan Bains,2024,2,B.Tech,CE,MH_B,Kerala,South,Non_Veg,Daily,,,Full_Board,4264,2024-07-10,,True,0.819,3.06,,0.51,True,998.0
S3618,Adweta Chaudhuri,2024,2,PhD,CE,MH_B,Uttar Pradesh,Northeast,Non_Veg,Weekly_Once,,,Full_Board,3925,19/07/2024,,True,0.749,4.08,,0.333,True,53.0
S3619,Laksh Raghavan,2024,2,B.Tech,CSE,MH_B,Uttar Pradesh,North,Veg,,Indifferent,Others,Lunch_Dinner,4124,2024-07-05,,True,0.675,3.59,South_Indian,0.272,False,1720.0
S3620,Hamsini Kade,2024,2,B.Tech,CSE,MH_B,Gujarat,West,Vegan,,,Others,Lunch_Dinner,3905,2024-07-17,,True,0.659,3.92,,0.299,True,92.0
S3621,Tanmayi Khatri,2024,2,B.Tech,ECE,MH_G,Gujarat,South,Veg,,Strict,,Custom,3860,"July 03, 2024",,True,0.674,3.84,North_Indian,0.195,,349.0
S3622,Kashish Garg,2024,2,PhD,ECE,MH_B,Kerala,South,Veg,,Flexible,None,Full_Board,4112,"July 02, 2024",,True,0.651,3.84,North_Indian,0.253,True,766.0
S3623,Dhruv Dani,2024,2,M.Tech,CSE,MH_B,Bihar,North,Veg,,Indifferent,None,Full_Board,4084,2024-07-12,,True,0.469,3.32,No_Preference,0.13,,328.0
S3624,Kalpit Gupta,2024,2,B.Tech,CE,MH_B,West Bengal,East,Non_Veg,Weekly_Once,,None,Full_Board,3764,2024-07-17,,True,0.686,1.2,South_Indian,0.24,False,802.0
S3625,Kritika Prasad,2024,2,B.Tech,CSE,MH_B,West Bengal,East,Non_Veg,Alternate_Days,,None,Custom,4215,2024-07-14,,True,0.838,4.07,No_Preference,0.122,,323.0
S3626,Pushti Konda,2024,2,B.Tech,EE,MH_B,Maharashtra,West,Eggetarian,Daily,,,Full_Board,4098,"July 10, 2024",,True,0.627,3.52,,0.312,True,90.0
S3627,Ranbir Wason,2024,2,B.Tech,CE,MH_A,Maharashtra,West,Eggetarian,Weekly_Once,,None,Breakfast_Only,4179,2024-07-01,,True,0.68,3.14,South_Indian,0.193,False,993.0
S3628,Manthan Narang,2024,2,M.Tech,ME,MH_B,Uttarakhand,North,Veg,,Flexible,Gluten,Full_Board,4291,17/07/2024,,True,0.834,4.37,South_Indian,0.144,,276.0
S3629,Chatresh Mammen,2024,2,B.Tech,CE,MH_G,Uttar Pradesh,North,Veg,,Indifferent,None,Full_Board,3872,2024-07-04,,True,0.752,2.52,North_Indian,0.182,True,298.0
S3630,Yashoda Suresh,2024,2,B.Tech,ECE,MH_B,Bihar,North,Veg,,Strict,None,Full_Board,4006,2024-07-08,,True,0.592,3.66,North_Indian,0.288,,124.0
S3631,Finn Singhal,2024,2,M.Tech,ECE,MH_B,Telangana,South,Veg,,Flexible,,Full_Board,4117,"July 07, 2024",,True,0.832,1.24,South_Indian,0.908,,139.0
S3632,Oliver Trivedi,2024,2,B.Tech,CSE,MH_B,Gujarat,West,Veg,,Indifferent,,Full_Board,3694,01/07/2024,,True,0.589,3.2,North_Indian,0.411,,292.0
S3633,Yashodhara Prasad,2024,2,B.Tech,Other,MH_A,Bihar,North,Veg,,Strict,None,Full_Board,4377,2024-07-18,,True,0.729,2.38,South_Indian,0.209,False,191.0
S3634,Zilmil Shetty,2024,2,B.Tech,CE,MH_A,Punjab,North,Veg,,Strict,,Full_Board,4045,2024-07-17,,True,0.902,3.01,South_Indian,0.508,,367.0
S3635,Ekanta Prakash,2024,2,B.Tech,EE,MH_G,Uttar Pradesh,North,Veg,,Flexible,,Custom,3966,2024-07-14,,True,0.834,5.0,,0.248,False,1451.0
S3636,Warda Som,2024,2,B.Tech,CSE,MH_G,Rajasthan,North,Vegan,,,None,Custom,4256,2024-07-07,,True,1.0,3.22,South_Indian,0.218,,423.0
S3637,Nandini Bansal,2024,2,M.Tech,CE,MH_A,Rajasthan,North,Veg,,Flexible,None,Full_Board,4427,2024-07-14,,True,0.753,3.24,South_Indian,0.609,,215.0
S3638,Theodore Jain,2024,2,M.Tech,EE,MH_B,Uttar Pradesh,North,Veg,,Flexible,None,Breakfast_Only,3932,2024-07-07,,True,0.736,3.55,South_Indian,0.736,False,1918.0
S3639,Wahab Randhawa,2024,2,B.Tech,Other,MH_A,Karnataka,South,Veg,,Strict,None,Full_Board,4239,"July 13, 2024",,True,0.804,4.61,North_Indian,0.157,False,783.0
S3640,Damini Sandal,2024,2,B.Tech,ME,MH_B,Madhya Pradesh,Central,Veg,,Strict,None,Breakfast_Only,3862,2024-07-11,,True,0.591,3.7,North_Indian,0.323,False,318.0
S3641,Naksh Prasad,2024,2,M.Tech,CE,MH_G,Maharashtra,West,Veg,,Flexible,Nut,Lunch_Dinner,4048,2024-07-10,,True,0.624,2.81,,0.2,False,1527.0
S3642,Frado Desai,2024,2,M.Tech,ECE,MH_B,Andhra Pradesh,South,Non_Veg,Rarely,,None,Full_Board,4054,"July 14, 2024",,True,0.715,2.99,North_Indian,0.128,True,392.0
S3643,Chakrika Saxena,2024,2,B.Tech,Other,MH_A,West Bengal,East,Veg,,Strict,,Lunch_Dinner,4316,2024-07-13,,True,0.799,2.97,South_Indian,0.607,,1388.0
S3644,Victor Barman,2024,2,B.Tech,CE,MH_A,Bihar,North,Veg,,Strict,None,Full_Board,4263,2024-07-09,,True,0.724,3.12,North_Indian,0.592,True,974.0
S3645,Yauvani Nayar,2024,2,M.Tech,Other,MH_A,Bihar,North,Veg,,Strict,,Full_Board,4289,15/07/2024,,True,0.758,3.61,South_Indian,0.491,False,166.0
S3646,Shravya Sibal,2024,2,B.Tech,CSE,MH_B,Bihar,North,Veg,,Flexible,None,Full_Board,3683,2024-07-08,,True,0.676,3.93,No_Preference,0.24,False,308.0
S3647,Nilima Pillai,2024,2,M.Tech,CSE,MH_B,Rajasthan,North,Veg,,Strict,None,Lunch_Dinner,4012,2024-07-04,,True,0.553,4.82,South_Indian,0.377,False,335.0
S3648,Edhitha Mahajan,2024,2,B.Tech,ECE,MH_B,Gujarat,West,Vegan,,,,Full_Board,4270,"July 01, 2024",,True,0.729,2.9,South_Indian,0.239,False,2662.0
